"UID","SITE_ID","YEAR","VISIT_NO","DATE_COL","ECO_BIO","AGGR_ECO3_2015","AGGR_ECO9_2015","AMPHNIND","AMPHNTAX","AMPHPIND","AMPHPTAX","BURRNIND","BURRNTAX","BURRPIND","BURRPTAX","CHIRDOM1PIND","CHIRDOM3PIND","CHIRDOM5PIND","CHIRNIND","CHIRNTAX","CHIRPIND","CHIRPTAX","CLMBNIND","CLMBNTAX","CLMBPIND","CLMBPTAX","CLNGNIND","CLNGNTAX","CLNGPIND","CLNGPTAX","COFININD","COFINTAX","COFIPIND","COFIPTAX","COFITRICNIND","COFITRICNTAX","COFITRICPIND","COFITRICPTAX","COGANIND","COGANTAX","COGAPIND","COGAPTAX","CRUSNIND","CRUSNTAX","CRUSPIND","CRUSPTAX","DIPTNIND","DIPTNTAX","DIPTPIND","DIPTPTAX","DOM1PIND","DOM3PIND","DOM5PIND","EPHENIND","EPHENTAX","EPHEPIND","EPHEPTAX","EPOTNIND","EPOTNTAX","EPOTPIND","EPOTPTAX","EPT_NIND","EPT_NTAX","EPT_PIND","EPT_PTAX","FACLNIND","FACLNTAX","FACLPIND","FACLPTAX","HEMININD","HEMINTAX","HEMIPIND","HEMIPTAX","HPRIME","INTLNIND","INTLNTAX","INTLPIND","INTLPTAX","MITENIND","MITENTAX","MITEPIND","MITEPTAX","MOLLNIND","MOLLNTAX","MOLLPIND","MOLLPTAX","NOINNIND","NOINNTAX","NOINPIND","NOINPTAX","NTOLNIND","NTOLNTAX","NTOLPIND","NTOLPTAX","ODONNIND","ODONNTAX","ODONPIND","ODONPTAX","OLLENIND","OLLENTAX","OLLEPIND","OLLEPTAX","ORTHCHIRPIND","ORTHNIND","ORTHNTAX","ORTHPIND","ORTHPTAX","PLECNIND","PLECNTAX","PLECPIND","PLECPTAX","PREDNIND","PREDNTAX","PREDPIND","PREDPTAX","SCRPNIND","SCRPNTAX","SCRPPIND","SCRPPTAX","SHRDNIND","SHRDNTAX","SHRDPIND","SHRDPTAX","SPWLNIND","SPWLNTAX","SPWLPIND","SPWLPTAX","STOLNIND","STOLNTAX","STOLPIND","STOLPTAX","SWIMNIND","SWIMNTAX","SWIMPIND","SWIMPTAX","TANYNIND","TANYNTAX","TANYPIND","TANYPTAX","TL01NIND","TL01NTAX","TL01PIND","TL01PTAX","TL23NIND","TL23NTAX","TL23PIND","TL23PTAX","TL45NIND","TL45NTAX","TL45PIND","TL45PTAX","TL67NIND","TL67NTAX","TL67PIND","TL67PTAX","TL89NIND","TL89NTAX","TL89PIND","TL89PTAX","TOLRNIND","TOLRNTAX","TOLRPIND","TOLRPTAX","TOTLNIND","TOTLNTAX","TRICNIND","TRICNTAX","TRICPIND","TRICPTAX","TUBINAIDNIND","TUBINAIDNTAX","TUBINAIDPIND","TUBINAIDPTAX","WTD_TV"
2008865,"NLA06608-R314",2007,1,"8/15/2007","EHIGH","EHIGH","SAP",0,0,0,0,69,10,23,21.74,28.06,56.12,73.38,144,19,48,41.3,63,9,21,19.57,89,10,29.67,21.74,58,6,19.33,13.04,2,1,0.67,2.17,134,24,44.67,52.17,5,1,1.67,2.17,186,21,62,45.65,14.5,36.06,47.96,10,2,3.33,4.35,38,9,12.67,19.57,20,6,6.67,13.04,164,24,54.67,52.17,0,0,0,0,3.21,54,4,18,8.7,16,3,5.33,6.52,17,3,5.67,6.52,69,13,23,28.26,154,24,51.33,52.17,18,3,6,6.52,30,5,10,10.87,13.19,19,4,6.33,8.7,0,0,0,0,114,15,38,32.61,19,5,6.33,10.87,33,6,11,13.04,115,14,38.33,30.43,57,11,19,23.91,15,4,5,8.7,53,3,17.67,6.52,0,0,0,0,56,4,18.67,8.7,98,20,32.67,43.48,89,11,29.67,23.91,57,11,19,23.91,82,18,27.33,39.13,300,46,10,4,3.33,8.7,30,5,10,10.87,5.57
2008866,"NLA06608-R315",2007,1,"8/28/2007","EHIGH","EHIGH","SAP",0,0,0,0,110,15,36.67,31.91,23.15,52.22,70.44,209,25,69.67,53.19,53,9,17.67,19.15,47,10,15.67,21.28,52,4,17.33,8.51,0,0,0,0,182,26,60.67,55.32,1,1,0.33,2.13,215,26,71.67,55.32,17.34,39.11,52.77,3,1,1,2.13,21,6,7,12.77,9,3,3,6.38,172,22,57.33,46.81,0,0,0,0,3.16,52,6,17.33,12.77,4,3,1.33,6.38,11,2,3.67,4.26,52,12,17.33,25.53,170,20,56.67,42.55,12,3,4,6.38,36,6,12,12.77,5.26,11,4,3.67,8.51,0,0,0,0,85,15,28.33,31.91,9,4,3,8.51,13,5,4.33,10.64,85,12,28.33,25.53,48,9,16,19.15,1,1,0.33,2.13,54,6,18,12.77,5,1,1.67,2.13,53,8,17.67,17.02,112,11,37.33,23.4,74,15,24.67,31.91,48,9,16,19.15,68,16,22.67,34.04,300,47,6,2,2,4.26,29,4,9.67,8.51,5.11
2008867,"NLA06608-R318",2007,1,"8/16/2007","EHIGH","EHIGH","SAP",0,0,0,0,65,10,21.67,29.41,16.5,46,68.5,208,15,69.33,44.12,36,8,12,23.53,81,9,27,26.47,29,3,9.67,8.82,8,1,2.67,2.94,125,14,41.67,41.18,0,0,0,0,227,17,75.67,50,11.38,31.72,47.59,3,1,1,2.94,35,7,11.67,20.59,21,4,7,11.76,173,17,57.67,50,0,0,0,0,2.98,22,2,7.33,5.88,8,4,2.67,11.76,3,2,1,5.88,38,10,12.67,29.41,169,14,56.33,41.18,14,3,4.67,8.82,26,3,8.67,8.82,12.98,27,2,9,5.88,0,0,0,0,139,14,46.33,41.18,8,3,2.67,8.82,48,5,16,14.71,144,9,48,26.47,67,11,22.33,32.35,1,1,0.33,2.94,20,1,6.67,2.94,0,0,0,0,24,3,8,8.82,145,11,48.33,32.35,63,8,21,23.53,67,11,22.33,32.35,104,14,34.67,41.18,300,34,18,3,6,8.82,25,2,8.33,5.88,5.97
2008868,"NLA06608-R319",2007,1,"9/18/2007","CPL","PLNLOW","CPL",1,1,0.33,2.86,23,7,7.67,20,20,47.5,70,41,12,13.67,34.29,210,12,70,34.29,12,5,4,14.29,11,3,3.67,8.57,0,0,0,0,28,8,9.33,22.86,1,1,0.33,2.86,42,13,14,37.14,25.26,59.3,73.68,7,1,2.33,2.86,31,4,10.33,11.43,17,3,5.67,8.57,108,14,36,40,0,0,0,0,2.49,7,3,2.33,8.57,149,9,49.67,25.71,70,4,23.33,11.43,225,16,75,45.71,97,14,32.33,40,14,1,4.67,2.86,5,2,1.67,5.71,2.44,1,1,0.33,2.86,0,0,0,0,179,17,59.67,48.57,68,3,22.67,8.57,19,6,6.33,17.14,24,9,8,25.71,166,14,55.33,40,8,4,2.67,11.43,1,1,0.33,2.86,0,0,0,0,12,3,4,8.57,85,11,28.33,31.43,35,6,11.67,17.14,166,14,55.33,40,183,17,61,48.57,300,35,10,2,3.33,5.71,3,1,1,2.86,6.9
2008869,"NLA06608-R32",2007,1,"8/1/2007","EHIGH","EHIGH","SAP",0,0,0,0,58,11,19.33,26.83,45.67,74.02,86.61,131,15,43.67,36.59,79,6,26.33,14.63,98,9,32.67,21.95,64,2,21.33,4.88,0,0,0,0,108,21,36,51.22,1,1,0.33,2.44,131,15,43.67,36.59,20.94,50.9,61.01,29,4,9.67,9.76,51,8,17,19.51,51,8,17,19.51,172,23,57.33,56.1,0,0,0,0,2.83,66,3,22,7.32,12,4,4,9.76,60,2,20,4.88,109,15,36.33,36.59,111,17,37,41.46,0,0,0,0,27,6,9,14.63,12.21,16,5,5.33,12.2,0,0,0,0,55,13,18.33,31.71,74,4,24.67,9.76,12,3,4,7.32,61,12,20.33,29.27,46,10,15.33,24.39,1,1,0.33,2.44,64,3,21.33,7.32,0,0,0,0,80,6,26.67,14.63,31,11,10.33,26.83,140,13,46.67,31.71,46,10,15.33,24.39,59,14,19.67,34.15,300,41,22,4,7.33,9.76,25,4,8.33,9.76,5.43
2008870,"NLA06608-R322",2007,1,"9/4/2007","EHIGH","EHIGH","SAP",0,0,0,0,4,3,16,27.27,57.14,85.71,100,7,4,28,36.36,9,2,36,18.18,5,2,20,18.18,2,1,8,9.09,0,0,0,0,14,5,56,45.45,0,0,0,0,7,4,28,36.36,29.17,58.33,75,4,2,16,18.18,6,3,24,27.27,4,2,16,18.18,12,6,48,54.55,0,0,0,0,2.13,0,0,0,0,0,0,0,0,2,1,8,9.09,12,4,48,36.36,12,6,48,54.55,2,1,8,9.09,9,2,36,18.18,14.29,1,1,4,9.09,0,0,0,0,8,4,32,36.36,1,1,4,9.09,2,2,8,18.18,6,3,24,27.27,9,2,36,18.18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,9.09,11,5,44,45.45,4,3,16,27.27,9,2,36,18.18,13,5,52,45.45,25,11,0,0,0,0,9,2,36,18.18,6.49
2008871,"NLA06608-R323",2007,1,"9/19/2007","CPL","PLNLOW","CPL",0,0,0,0,40,6,13.33,16.67,37.69,71.54,83.85,135,15,45,41.67,44,9,14.67,25,70,8,23.33,22.22,23,2,7.67,5.56,0,0,0,0,124,12,41.33,33.33,0,0,0,0,144,16,48,44.44,29.18,54.8,66.9,85,2,28.33,5.56,112,8,37.33,22.22,98,5,32.67,13.89,164,15,54.67,41.67,1,1,0.33,2.78,2.58,10,4,3.33,11.11,22,5,7.33,13.89,3,1,1,2.78,41,9,13.67,25,76,15,25.33,41.67,14,3,4.67,8.33,15,3,5,8.33,2.96,4,2,1.33,5.56,0,0,0,0,99,18,33,50,7,3,2.33,8.33,77,4,25.67,11.11,144,12,48,33.33,104,12,34.67,33.33,14,3,4.67,8.33,3,2,1,5.56,0,0,0,0,12,4,4,11.11,64,11,21.33,30.56,119,8,39.67,22.22,104,12,34.67,33.33,125,16,41.67,44.44,300,36,13,3,4.33,8.33,13,1,4.33,2.78,6.58
2008872,"NLA06608-R324",2007,1,"9/20/2007","CPL","PLNLOW","CPL",0,0,0,0,70,10,23.33,25,22.63,55.47,74.45,144,16,48,40,70,7,23.33,17.5,33,6,11,15,46,4,15.33,10,6,1,2,2.5,170,21,56.67,52.5,1,1,0.33,2.5,189,18,63,45,12.11,34.77,48.05,12,3,4,7.5,54,7,18,17.5,19,5,6.33,12.5,163,17,54.33,42.5,0,0,0,0,3.15,41,2,13.67,5,16,6,5.33,15,5,2,1.67,5,53,14,17.67,35,119,14,39.67,35,35,2,11.67,5,31,5,10.33,12.5,22.92,33,3,11,7.5,0,0,0,0,137,15,45.67,37.5,3,1,1,2.5,3,2,1,5,139,14,46.33,35,66,16,22,40,12,5,4,12.5,41,3,13.67,7.5,0,0,0,0,41,2,13.67,5,78,12,26,30,115,10,38.33,25,66,16,22,40,96,21,32,52.5,300,40,7,2,2.33,5,31,5,10.33,12.5,6.01
2008873,"NLA06608-R326",2007,1,"9/18/2007","CPL","PLNLOW","CPL",13,1,4.33,2.13,87,12,29,25.53,36.36,61.36,71.59,91,19,30.33,40.43,95,10,31.67,21.28,35,7,11.67,14.89,43,6,14.33,12.77,1,1,0.33,2.13,111,19,37,40.43,14,2,4.67,4.26,126,21,42,44.68,19.51,39.02,48.43,6,2,2,4.26,43,8,14.33,17.02,28,5,9.33,10.64,122,20,40.67,42.55,0,0,0,0,3.14,11,5,3.67,10.64,94,9,31.33,19.15,5,3,1.67,6.38,131,18,43.67,38.3,77,19,25.67,40.43,15,3,5,6.38,16,4,5.33,8.51,18.68,17,3,5.67,6.38,0,0,0,0,167,20,55.67,42.55,9,2,3,4.26,49,4,16.33,8.51,94,14,31.33,29.79,136,14,45.33,29.79,16,5,5.33,10.64,8,3,2.67,6.38,0,0,0,0,13,6,4.33,12.77,64,13,21.33,27.66,71,11,23.67,23.4,136,14,45.33,29.79,151,19,50.33,40.43,300,47,22,3,7.33,6.38,15,3,5,6.38,6.51
2008874,"NLA06608-R328",2007,1,"9/6/2007","EHIGH","EHIGH","SAP",0,0,0,0,54,11,18,25.58,40.43,68.09,83.51,198,18,66,41.86,46,12,15.33,27.91,55,8,18.33,18.6,40,5,13.33,11.63,0,0,0,0,176,21,58.67,48.84,0,0,0,0,203,19,67.67,44.19,30.04,50.59,62.06,7,3,2.33,6.98,51,10,17,23.26,24,6,8,13.95,93,19,31,44.19,0,0,0,0,2.8,49,4,16.33,9.3,10,3,3.33,6.98,5,3,1.67,6.98,43,13,14.33,30.23,99,16,33,37.21,27,4,9,9.3,26,6,8.67,13.95,48.99,97,4,32.33,9.3,0,0,0,0,82,16,27.33,37.21,3,2,1,4.65,87,5,29,11.63,140,9,46.67,20.93,61,10,20.33,23.26,7,3,2.33,6.98,41,3,13.67,6.98,0,0,0,0,57,5,19,11.63,42,11,14,25.58,137,15,45.67,34.88,61,10,20.33,23.26,155,18,51.67,41.86,300,43,17,3,5.67,6.98,24,5,8,11.63,5.92
2008875,"NLA06608-R333",2007,1,"9/17/2007","CPL","PLNLOW","CPL",6,1,2,3.45,219,7,73,24.14,75.78,88.28,93.75,261,12,87,41.38,16,8,5.33,27.59,31,5,10.33,17.24,196,2,65.33,6.9,2,1,0.67,3.45,36,8,12,27.59,6,1,2,3.45,264,14,88,48.28,66.21,77.13,82.94,2,1,0.67,3.45,18,6,6,20.69,8,4,2.67,13.79,61,15,20.33,51.72,0,0,0,0,1.59,2,1,0.67,3.45,5,5,1.67,17.24,1,1,0.33,3.45,18,9,6,31.03,50,13,16.67,44.83,10,2,3.33,6.9,2,1,0.67,3.45,0,0,0,0,0,0,0,0,0,40,14,13.33,48.28,6,3,2,10.34,228,5,76,17.24,30,9,10,31.03,224,9,74.67,31.03,3,3,1,10.34,0,0,0,0,0,0,0,0,3,2,1,6.9,47,11,15.67,37.93,26,7,8.67,24.14,224,9,74.67,31.03,237,13,79,44.83,300,29,6,3,2,10.34,2,1,0.67,3.45,8.34
2008876,"NLA06608-R334",2007,1,"8/8/2007","EHIGH","EHIGH","SAP",0,0,0,0,53,8,17.67,19.51,28.92,56.63,74.7,169,21,56.33,51.22,83,9,27.67,21.95,48,7,16,17.07,6,4,2,9.76,0,0,0,0,102,17,34,41.46,0,0,0,0,194,23,64.67,56.1,16.72,35.89,49.13,12,1,4,2.44,29,5,9.67,12.2,22,3,7.33,7.32,179,18,59.67,43.9,0,0,0,0,3.05,8,4,2.67,9.76,47,5,15.67,12.2,5,1,1.67,2.44,76,12,25.33,29.27,135,16,45,39.02,7,2,2.33,4.88,23,5,7.67,12.2,4.73,8,3,2.67,7.32,0,0,0,0,180,20,60,48.78,5,1,1.67,2.44,39,5,13,12.2,147,16,49,39.02,93,13,31,31.71,18,2,6,4.88,6,3,2,7.32,0,0,0,0,8,4,2.67,9.76,127,12,42.33,29.27,67,11,22.33,26.83,93,13,31,31.71,108,18,36,43.9,300,41,10,2,3.33,4.88,21,3,7,7.32,6.32
2008877,"NLA06608-R336",2007,1,"8/21/2007","EHIGH","EHIGH","SAP",0,0,0,0,74,9,24.67,31.03,23.35,53.7,73.15,259,19,86.33,65.52,16,5,5.33,17.24,72,3,24,10.34,62,3,20.67,10.34,0,0,0,0,139,14,46.33,48.28,0,0,0,0,264,20,88,68.97,21.43,49.29,67.14,2,1,0.67,3.45,23,3,7.67,10.34,2,1,0.67,3.45,138,13,46,44.83,0,0,0,0,2.57,88,3,29.33,10.34,9,2,3,6.9,0,0,0,0,12,5,4,17.24,191,9,63.67,31.03,21,2,7,6.9,3,3,1,10.34,20.46,53,3,17.67,10.34,0,0,0,0,98,11,32.67,37.93,0,0,0,0,31,4,10.33,13.79,132,11,44,37.93,31,7,10.33,24.14,0,0,0,0,72,3,24,10.34,0,0,0,0,88,3,29.33,10.34,103,6,34.33,20.69,74,11,24.67,37.93,31,7,10.33,24.14,70,11,23.33,37.93,300,29,0,0,0,0,3,3,1,10.34,4.82
2008878,"NLA06608-R34",2007,1,"8/28/2007","EHIGH","EHIGH","SAP",0,0,0,0,46,4,18.47,23.53,48.39,80.65,96.77,38,6,15.26,35.29,0,0,0,0,129,7,51.81,41.18,9,2,3.61,11.76,0,0,0,0,165,7,66.27,41.18,0,0,0,0,40,7,16.06,41.18,48.35,79.75,89.26,4,3,1.61,17.65,4,3,1.61,17.65,4,3,1.61,17.65,21,5,8.43,29.41,0,0,0,0,1.7,8,4,3.21,23.53,45,2,18.07,11.76,2,1,0.8,5.88,204,6,81.93,35.29,20,8,8.03,47.06,0,0,0,0,157,3,63.05,17.65,39.47,15,1,6.02,5.88,0,0,0,0,59,6,23.69,35.29,19,4,7.63,23.53,0,0,0,0,21,3,8.43,17.65,220,8,88.35,47.06,45,2,18.07,11.76,7,1,2.81,5.88,0,0,0,0,11,6,4.42,35.29,9,2,3.61,11.76,9,1,3.61,5.88,220,8,88.35,47.06,220,8,88.35,47.06,249,17,0,0,0,0,117,1,46.99,5.88,8.23
2008879,"NLA06608-R5:KATHRYN",2007,1,"8/22/2007","UMW","PLNLOW","UMW",11,1,3.67,1.67,31,12,10.33,20,22.94,40.37,53.21,112,27,37.33,45,60,12,20,20,95,19,31.67,31.67,45,6,15,10,0,0,0,0,153,30,51,50,11,1,3.67,1.67,114,29,38,48.33,16.79,33.21,41.79,65,5,21.67,8.33,95,15,31.67,25,81,12,27,20,158,31,52.67,51.67,0,0,0,0,3.46,55,9,18.33,15,4,1,1.33,1.67,33,5,11,8.33,75,12,25,20,138,33,46,55,14,3,4.67,5,25,3,8.33,5,15.18,17,7,5.67,11.67,0,0,0,0,63,17,21,28.33,64,13,21.33,21.67,44,11,14.67,18.33,104,18,34.67,30,35,8,11.67,13.33,10,2,3.33,3.33,31,4,10.33,6.67,3,1,1,1.67,61,12,20.33,20,74,20,24.67,33.33,116,15,38.67,25,35,8,11.67,13.33,76,16,25.33,26.67,300,60,16,7,5.33,11.67,25,3,8.33,5,5.28
2008880,"NLA06608-R5:OTTAWA",2007,1,"8/23/2007","UMW","PLNLOW","UMW",39,2,13,9.09,6,4,2,18.18,35.29,70.59,88.24,17,7,5.67,31.82,15,5,5,22.73,50,8,16.67,36.36,2,2,0.67,9.09,0,0,0,0,239,14,79.67,63.64,43,3,14.33,13.64,17,7,5.67,31.82,57.91,80.81,87.88,215,6,71.67,27.27,224,7,74.67,31.82,215,6,71.67,27.27,229,11,76.33,50,0,0,0,0,1.6,4,3,1.33,13.64,3,2,1,9.09,0,0,0,0,47,6,15.67,27.27,56,11,18.67,50,9,1,3,4.55,1,1,0.33,4.55,0,0,0,0,0,0,0,0,0,18,4,6,18.18,42,3,14,13.64,40,3,13.33,13.64,221,5,73.67,22.73,17,5,5.67,22.73,11,2,3.67,9.09,7,4,2.33,18.18,0,0,0,0,45,5,15,22.73,11,6,3.67,27.27,227,6,75.67,27.27,17,5,5.67,22.73,67,8,22.33,36.36,300,22,0,0,0,0,1,1,0.33,4.55,5.97
2008881,"NLA06608-R7101",2007,1,"9/18/2007","PLAINS","PLNLOW","SPL",1,1,0.33,3.45,25,9,8.33,31.03,24.32,59.46,75.68,37,11,12.33,37.93,38,4,12.67,13.79,127,5,42.33,17.24,4,1,1.33,3.45,0,0,0,0,71,11,23.67,37.93,1,1,0.33,3.45,41,13,13.67,44.83,40,64.41,73.9,48,2,16,6.9,59,6,19.67,20.69,56,5,18.67,17.24,66,9,22,31.03,0,0,0,0,2.27,0,0,0,0,176,6,58.67,20.69,0,0,0,0,200,10,66.67,34.48,8,3,2.67,10.34,3,1,1,3.45,21,3,7,10.34,5.41,2,1,0.67,3.45,0,0,0,0,219,16,73,55.17,4,1,1.33,3.45,8,4,2.67,13.79,80,9,26.67,31.03,218,14,72.67,48.28,5,1,1.67,3.45,0,0,0,0,0,0,0,0,1,0,0.33,0,7,3,2.33,10.34,67,11,22.33,37.93,218,14,72.67,48.28,227,19,75.67,65.52,300,29,8,3,2.67,10.34,8,1,2.67,3.45,7.44
2008882,"NLA06608-R7103",2007,1,"9/18/2007","PLAINS","PLNLOW","SPL",20,1,6.67,4.17,26,4,8.67,16.67,50,87.5,100,8,4,2.67,16.67,41,7,13.67,29.17,7,3,2.33,12.5,1,1,0.33,4.17,0,0,0,0,57,7,19,29.17,20,1,6.67,4.17,8,4,2.67,16.67,62.8,75.77,83.28,10,2,3.33,8.33,215,7,71.67,29.17,201,5,67,20.83,207,11,69,45.83,8,2,2.67,8.33,1.63,0,0,0,0,20,3,6.67,12.5,6,2,2,8.33,67,9,22.33,37.5,204,8,68,33.33,14,2,4.67,8.33,20,2,6.67,8.33,0,0,0,0,0,0,0,0,0,46,10,15.33,41.67,6,2,2,8.33,211,6,70.33,25,29,6,9.67,25,41,7,13.67,29.17,216,5,72,20.83,0,0,0,0,0,0,0,0,5,1,1.67,4.17,199,7,66.33,29.17,43,7,14.33,29.17,41,7,13.67,29.17,81,11,27,45.83,300,24,191,3,63.67,12.5,20,2,6.67,8.33,4.93
2008883,"NLA06608-R7104",2007,1,"9/18/2007","PLAINS","PLNLOW","SPL",45,1,15,4.17,36,5,12,20.83,25,66.67,91.67,38,7,12.67,29.17,166,7,55.33,29.17,10,2,3.33,8.33,10,3,3.33,12.5,0,0,0,0,98,10,32.67,41.67,45,1,15,4.17,38,7,12.67,29.17,37.83,60.67,73.03,21,2,7,8.33,61,6,20.33,25,44,4,14.67,16.67,82,9,27.33,37.5,3,1,1,4.17,2.24,0,0,0,0,3,1,1,4.17,141,3,47,12.5,196,9,65.33,37.5,44,5,14.67,20.83,17,2,5.67,8.33,6,3,2,12.5,23.68,9,1,3,4.17,0,0,0,0,30,7,10,29.17,141,3,47,12.5,84,6,28,25,56,5,18.67,20.83,41,7,13.67,29.17,22,3,7.33,12.5,3,1,1,4.17,0,0,0,0,2,0,0.67,0,42,5,14,20.83,211,10,70.33,41.67,41,7,13.67,29.17,214,13,71.33,54.17,300,24,23,2,7.67,8.33,5,2,1.67,8.33,6.81
2008884,"NLA06608-R7106",2007,1,"9/20/2007","PLAINS","PLNLOW","TPL",26,1,8.67,6.67,59,3,19.67,20,45.1,84.31,98.04,51,6,17,40,59,6,19.67,40,13,2,4.33,13.33,23,1,7.67,6.67,0,0,0,0,191,4,63.67,26.67,26,1,8.67,6.67,51,6,17,40,46.74,64.49,78.62,138,2,46,13.33,141,4,47,26.67,139,3,46.33,20,173,7,57.67,46.67,0,0,0,0,1.9,0,0,0,0,3,1,1,6.67,52,2,17.33,13.33,108,5,36,33.33,26,6,8.67,40,2,1,0.67,6.67,27,1,9,6.67,0,0,0,0,0,0,0,0,0,20,5,6.67,33.33,52,2,17.33,13.33,62,4,20.67,26.67,170,5,56.67,33.33,83,5,27.67,33.33,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.33,6.67,25,5,8.33,33.33,191,4,63.67,26.67,83,5,27.67,33.33,127,8,42.33,53.33,300,15,1,1,0.33,6.67,27,1,9,6.67,6.82
2008885,"NLA06608-R715",2007,1,"8/30/2007","PLAINS","PLNLOW","TPL",0,0,0,0,233,9,77.67,37.5,87.04,93.98,99.07,220,7,73.33,29.17,18,4,6,16.67,12,5,4,20.83,188,1,62.67,4.17,0,0,0,0,63,12,21,50,0,0,0,0,237,12,79,50,67.63,76.26,80.94,0,0,0,0,1,1,0.33,4.17,1,1,0.33,4.17,36,9,12,37.5,0,0,0,0,1.53,0,0,0,0,21,5,7,20.83,3,1,1,4.17,62,11,20.67,45.83,22,6,7.33,25,0,0,0,0,33,4,11,16.67,3.18,7,2,2.33,8.33,0,0,0,0,40,9,13.33,37.5,3,1,1,4.17,197,4,65.67,16.67,28,7,9.33,29.17,255,12,85,50,11,2,3.67,8.33,0,0,0,0,0,0,0,0,1,1,0.33,4.17,21,5,7,20.83,22,5,7.33,20.83,255,12,85,50,263,14,87.67,58.33,300,24,1,1,0.33,4.17,17,3,5.67,12.5,8.71
2008886,"NLA06608-R716",2007,1,"8/31/2007","PLAINS","PLNLOW","TPL",0,0,0,0,30,8,12.71,30.77,16.67,50,77.78,21,9,8.9,34.62,66,6,27.97,23.08,13,4,5.51,15.38,12,3,5.08,11.54,0,0,0,0,102,13,43.22,50,0,0,0,0,78,14,33.05,53.85,21.36,50.91,70,29,1,12.29,3.85,34,2,14.41,7.69,29,1,12.29,3.85,92,12,38.98,46.15,0,0,0,0,2.51,3,1,1.27,3.85,94,5,39.83,19.23,15,1,6.36,3.85,123,9,52.12,34.62,41,8,17.37,30.77,5,1,2.12,3.85,9,2,3.81,7.69,0,0,0,0,0,0,0,0,0,123,10,52.12,38.46,15,1,6.36,3.85,7,3,2.97,11.54,82,6,34.75,23.08,124,9,52.54,34.62,54,2,22.88,7.69,10,3,4.24,11.54,0,0,0,0,3,1,1.27,3.85,38,7,16.1,26.92,66,7,27.97,26.92,124,9,52.54,34.62,136,11,57.63,42.31,236,26,0,0,0,0,9,2,3.81,7.69,6.9
2008887,"NLA06608-R723",2007,1,"8/23/2007","PLAINS","PLNLOW","TPL",29,1,9.67,3.23,15,6,5,19.35,56.93,90.51,94.16,142,12,47.33,38.71,121,7,40.33,22.58,83,5,27.67,16.13,4,3,1.33,9.68,1,1,0.33,3.23,85,13,28.33,41.94,29,1,9.67,3.23,164,15,54.67,48.39,31.45,59.68,70.16,14,3,4.67,9.68,74,8,24.67,25.81,16,5,5.33,16.13,191,20,63.67,64.52,0,0,0,0,2.44,0,0,0,0,13,1,4.33,3.23,1,1,0.33,3.23,53,7,17.67,22.58,155,12,51.67,38.71,58,3,19.33,9.68,8,3,2.67,9.68,0.7,1,1,0.33,3.23,0,0,0,0,138,14,46,45.16,3,2,1,6.45,108,3,36,9.68,158,14,52.67,45.16,58,5,19.33,16.13,12,3,4,9.68,1,1,0.33,3.23,0,0,0,0,0,0,0,0,155,12,51.67,38.71,86,13,28.67,41.94,58,5,19.33,16.13,108,10,36,32.26,300,31,2,2,0.67,6.45,8,3,2.67,9.68,6.29
2008888,"NLA06608-R728",2007,1,"8/15/2007","PLAINS","PLNLOW","TPL",19,1,6.33,2.38,87,14,29,33.33,12.84,34.86,51.38,110,20,36.67,47.62,46,8,15.33,19.05,46,8,15.33,19.05,13,3,4.33,7.14,0,0,0,0,211,22,70.33,52.38,19,1,6.33,2.38,145,22,48.33,52.38,16.33,32.99,42.18,80,5,26.67,11.9,96,10,32,23.81,86,7,28.67,16.67,198,23,66,54.76,0,0,0,0,3.24,33,5,11,11.9,3,1,1,2.38,5,1,1.67,2.38,47,7,15.67,16.67,128,21,42.67,50,10,3,3.33,7.14,17,3,5.67,7.14,5.45,6,2,2,4.76,0,0,0,0,79,14,26.33,33.33,18,2,6,4.76,40,6,13.33,14.29,139,13,46.33,30.95,38,9,12.67,21.43,20,2,6.67,4.76,19,3,6.33,7.14,8,1,2.67,2.38,42,6,14,14.29,78,14,26,33.33,133,11,44.33,26.19,38,9,12.67,21.43,68,13,22.67,30.95,300,42,6,2,2,4.76,16,2,5.33,4.76,5.57
2008889,"NLA06608-R730",2007,1,"7/3/2007","PLAINS","PLNLOW","TPL",7,1,4.4,2.56,26,8,16.35,20.51,43.9,73.17,82.93,41,10,25.79,25.64,64,12,40.25,30.77,18,7,11.32,17.95,26,5,16.35,12.82,1,1,0.63,2.56,45,11,28.3,28.21,9,2,5.66,5.13,48,11,30.19,28.21,13.84,37.74,49.06,3,2,1.89,5.13,13,6,8.18,15.38,12,5,7.55,12.82,51,14,32.08,35.9,0,0,0,0,3.11,5,3,3.14,7.69,76,11,47.8,28.21,9,5,5.66,12.82,97,21,61.01,53.85,22,13,13.84,33.33,1,1,0.63,2.56,2,2,1.26,5.13,4.88,2,1,1.26,2.56,0,0,0,0,104,20,65.41,51.28,11,5,6.92,12.82,15,4,9.43,10.26,27,8,16.98,20.51,85,15,53.46,38.46,41,5,25.79,12.82,21,3,13.21,7.69,0,0,0,0,5,3,3.14,7.69,17,10,10.69,25.64,49,10,30.82,25.64,85,15,53.46,38.46,100,21,62.89,53.85,159,39,9,3,5.66,7.69,2,2,1.26,5.13,6.96
